EXP HEAD,DEPT,SCHOOL,CATEGORY,SCHOOL CODE,DESCRIPTION,YEAR,VALUE,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE
DA4550,A62,INVERNESS ROYAL ACADEMY,CLASSROOM,HOME EC,SUPPLIES,1920,664.03,92.3,1303.0,604,91.43
DA4556,A62,INVERNESS ROYAL ACADEMY,HOME,HOME EC,ECONOMICS SUPPLIES,1920,698.38,92.3,1303.0,604,91.43
DA4556,A84,INVERNESS ROYAL ACADEMY,HOME,HOME EC FOOD,ECONOMICS SUPPLIES,1920,252.45,92.3,1303.0,604,91.43
BH2000,A15,INVERNESS ROYAL ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,1920,2911.92,92.3,1303.0,604,91.43
DA4550,A65,INVERNESS ROYAL ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,1920,2232.7,92.3,1303.0,604,91.43
DD4001,A65,INVERNESS ROYAL ACADEMY,BOOKS,LIBRARY,TEXT BOOKS/STATIONERY,1920,99.95,92.3,1303.0,604,91.43
DA4550,A64,INVERNESS ROYAL ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,1920,2513.01,92.3,1303.0,604,91.43
DA4550,A66,INVERNESS ROYAL ACADEMY,CLASSROOM,MATHS,SUPPLIES,1920,5151.17,92.3,1303.0,604,91.43
DA4550,A67,INVERNESS ROYAL ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,1920,2189.38,92.3,1303.0,604,91.43
DD4001,A67,INVERNESS ROYAL ACADEMY,BOOKS,MOD LANG,TEXT BOOKS/STATIONERY,1920,59.27,92.3,1303.0,604,91.43
DA4554,A69,INVERNESS ROYAL ACADEMY,MUSICAL,MUSIC & DRAMA,SUPPLIES,1920,-150.58,92.3,1303.0,604,91.43
BH1007,000,INVERNESS ROYAL ACADEMY,PEST,ND,CONTROL EXPENSES,1920,4367.7,92.3,1303.0,604,91.43
DK9015,000,INVERNESS ROYAL ACADEMY,REVENUE,ND,CONTS TO CAPITAL,1920,339378.0,92.3,1303.0,604,91.43
DA4550,A70,INVERNESS ROYAL ACADEMY,CLASSROOM,PE,SUPPLIES,1920,1772.66,92.3,1303.0,604,91.43
DA4553,A70,INVERNESS ROYAL ACADEMY,PE,PE,SUPPLIES,1920,2089.72,92.3,1303.0,604,91.43
AA1001,PEF,INVERNESS ROYAL ACADEMY,APT&C,PEF,BASIC PAY,1920,34035.43,92.3,1303.0,604,91.43
AB1000,PEF,INVERNESS ROYAL ACADEMY,NI,PEF,NONTEACHERS,1920,3890.93,92.3,1303.0,604,91.43
AC1000,PEF,INVERNESS ROYAL ACADEMY,SUPERANN,PEF,NON TEACHERS,1920,10497.48,92.3,1303.0,604,91.43
AE1600,PEF,INVERNESS ROYAL ACADEMY,MISCELLANEOUS,PEF,,1920,3105.0,92.3,1303.0,604,91.43
AS1000,PEF,INVERNESS ROYAL ACADEMY,APPRENTICESHIP,PEF,LEVY COST,1920,205.72,92.3,1303.0,604,91.43
DA4550,PEF,INVERNESS ROYAL ACADEMY,CLASSROOM,PEF,SUPPLIES,1920,4056.67,92.3,1303.0,604,91.43
KA3000,PEF,INVERNESS ROYAL ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,1920,-55791.23,92.3,1303.0,604,91.43
DA4550,A71,INVERNESS ROYAL ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,1920,540.48,92.3,1303.0,604,91.43
DA4550,A73,INVERNESS ROYAL ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,1920,1234.16,92.3,1303.0,604,91.43
DA4550,A74,INVERNESS ROYAL ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,1920,564.27,92.3,1303.0,604,91.43
DA4555,A74,INVERNESS ROYAL ACADEMY,SCIENTIFIC,SCIENCE S1,SUPPLIES,1920,1438.51,92.3,1303.0,604,91.43
DD4001,A14,INVERNESS ROYAL ACADEMY,BOOKS,SWIM,TEXT BOOKS/STATIONERY,1920,10297.84,92.3,1303.0,604,91.43
DA4550,A79,INVERNESS ROYAL ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,1920,1970.36,92.3,1303.0,604,91.43
DA4552,A79,INVERNESS ROYAL ACADEMY,WOOD/METALWORK,TECHNICAL,SUPPLIES,1920,2190.01,92.3,1303.0,604,91.43
AH1000,A21,INVERNESS ROYAL ACADEMY,TRAINING,ADD FUNDS,COURSES,2021,35.0,103.2,1327,637.0,86.87
AH1010,A21,INVERNESS ROYAL ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,2021,500.0,103.2,1327,637.0,86.87
DD2000,A11,INVERNESS ROYAL ACADEMY,STATIONERY,ADMIN,,2021,3731.51,103.2,1327,637.0,86.87
DA4550,A50,INVERNESS ROYAL ACADEMY,CLASSROOM,ART,SUPPLIES,2021,30.0,103.2,1327,637.0,86.87
DA4550,A51,INVERNESS ROYAL ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,2021,260.59,103.2,1327,637.0,86.87
DA4550,A52,INVERNESS ROYAL ACADEMY,CLASSROOM,BUSINESS,SUPPLIES,2021,71.35,103.2,1327,637.0,86.87
DA4550,A54,INVERNESS ROYAL ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,2021,144.42,103.2,1327,637.0,86.87
DA4555,A54,INVERNESS ROYAL ACADEMY,SCIENTIFIC,CHEMISTRY,SUPPLIES,2021,45.66,103.2,1327,637.0,86.87
AA1100,A09,INVERNESS ROYAL ACADEMY,TEACHERS,DGM,PERMANENT  BASIC PAY,2021,139774.61,103.2,1327,637.0,86.87
AB1100,A09,INVERNESS ROYAL ACADEMY,NI,DGM,PERMANENT TEACHERS,2021,15516.25,103.2,1327,637.0,86.87
AC1100,A09,INVERNESS ROYAL ACADEMY,SUPERANN,DGM,PERMANENT TEACHERS,2021,31688.12,103.2,1327,637.0,86.87
AS1000,A09,INVERNESS ROYAL ACADEMY,APPRENTICESHIP,DGM,LEVY COST,2021,698.56,103.2,1327,637.0,86.87
AA1001,A10,INVERNESS ROYAL ACADEMY,APT&C,EM,BASIC PAY,2021,126310.61,103.2,1327,637.0,86.87
AA1100,A10,INVERNESS ROYAL ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2021,3503769.02,103.2,1327,637.0,86.87
AA1101,A10,INVERNESS ROYAL ACADEMY,SUPPLY,EM,COVER BASIC PAY,2021,24966.96,103.2,1327,637.0,86.87
AA1103,A10,INVERNESS ROYAL ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2021,4234.49,103.2,1327,637.0,86.87
AA1110,A10,INVERNESS ROYAL ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2021,66615.0,103.2,1327,637.0,86.87
AB1000,A10,INVERNESS ROYAL ACADEMY,NI,EM,NONTEACHERS,2021,14389.19,103.2,1327,637.0,86.87
AB1100,A10,INVERNESS ROYAL ACADEMY,NI,EM,PERMANENT TEACHERS,2021,382104.41,103.2,1327,637.0,86.87
AB1101,A10,INVERNESS ROYAL ACADEMY,NI,EM,SUPPLY COVER,2021,3978.45,103.2,1327,637.0,86.87
AC1000,A10,INVERNESS ROYAL ACADEMY,SUPERANN,EM,NON TEACHERS,2021,37471.09,103.2,1327,637.0,86.87
AC1100,A10,INVERNESS ROYAL ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2021,796180.26,103.2,1327,637.0,86.87
AC1101,A10,INVERNESS ROYAL ACADEMY,SUPERANN,EM,SUPPLY COVER,2021,7392.0,103.2,1327,637.0,86.87
AH1000,A10,INVERNESS ROYAL ACADEMY,TRAINING,EM,COURSES,2021,266.61,103.2,1327,637.0,86.87
AS1000,A10,INVERNESS ROYAL ACADEMY,APPRENTICESHIP,EM,LEVY COST,2021,18639.71,103.2,1327,637.0,86.87
BA3000,A10,INVERNESS ROYAL ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,2021,4948.73,103.2,1327,637.0,86.87
BB2000,A10,INVERNESS ROYAL ACADEMY,ELECTRICITY,EM,CHARGES,2021,82378.18,103.2,1327,637.0,86.87
BB3000,A10,INVERNESS ROYAL ACADEMY,GAS,EM,CHARGES,2021,84.36,103.2,1327,637.0,86.87
BB3010,A10,INVERNESS ROYAL ACADEMY,CALOR,EM,GAS,2021,78925.37,103.2,1327,637.0,86.87
BE1000,A10,INVERNESS ROYAL ACADEMY,WATER,EM,CHARGES,2021,31348.05,103.2,1327,637.0,86.87
BH2000,A10,INVERNESS ROYAL ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,2021,1034.24,103.2,1327,637.0,86.87
BJ1000,A10,INVERNESS ROYAL ACADEMY,GROUNDS,EM,MAINTENANCE  CONTRACT,2021,1713.67,103.2,1327,637.0,86.87
CA1000,A10,INVERNESS ROYAL ACADEMY,DERV,EM,,2021,316.0,103.2,1327,637.0,86.87
CB1006,A10,INVERNESS ROYAL ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2021,3274.88,103.2,1327,637.0,86.87
CC1000,A10,INVERNESS ROYAL ACADEMY,EDUCATIONAL,EM,TRAVEL,2021,143.72,103.2,1327,637.0,86.87
CC2000,A10,INVERNESS ROYAL ACADEMY,CAR,EM,HIRE,2021,20.62,103.2,1327,637.0,86.87
CF1004,A10,INVERNESS ROYAL ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,2021,640.0,103.2,1327,637.0,86.87
DA1000,A10,INVERNESS ROYAL ACADEMY,EQUIPMENT,EM,PURCHASE,2021,2688.97,103.2,1327,637.0,86.87
DA2040,A10,INVERNESS ROYAL ACADEMY,EQUIPMENT,EM,REPAIRS,2021,421.38,103.2,1327,637.0,86.87
DA4000,A10,INVERNESS ROYAL ACADEMY,MATERIALS,EM,,2021,11.25,103.2,1327,637.0,86.87
DA4550,A10,INVERNESS ROYAL ACADEMY,CLASSROOM,EM,SUPPLIES,2021,685.37,103.2,1327,637.0,86.87
DA4563,A10,INVERNESS ROYAL ACADEMY,HEALTHCARE,EM,SERVICES,2021,40.0,103.2,1327,637.0,86.87
DB2010,A10,INVERNESS ROYAL ACADEMY,FOOD,EM,,2021,3661.06,103.2,1327,637.0,86.87
DD2000,A10,INVERNESS ROYAL ACADEMY,STATIONERY,EM,,2021,285.6,103.2,1327,637.0,86.87
DD3003,A10,INVERNESS ROYAL ACADEMY,MPS,EM,COSTS  MONO,2021,5712.84,103.2,1327,637.0,86.87
DD3004,A10,INVERNESS ROYAL ACADEMY,MPS,EM,COSTS  COLOUR,2021,1255.62,103.2,1327,637.0,86.87
DF4001,A10,INVERNESS ROYAL ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2021,1509.25,103.2,1327,637.0,86.87
DF7000,A10,INVERNESS ROYAL ACADEMY,POSTAGES,EM,,2021,1803.97,103.2,1327,637.0,86.87
DF9000,A10,INVERNESS ROYAL ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2021,101.88,103.2,1327,637.0,86.87
DF9005,A10,INVERNESS ROYAL ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2021,51.67,103.2,1327,637.0,86.87
DF9010,A10,INVERNESS ROYAL ACADEMY,MOBILE,EM,PHONE LINE RENTAL,2021,144.4,103.2,1327,637.0,86.87
DH3100,A10,INVERNESS ROYAL ACADEMY,SUBSCRIPTIONS,EM,TO ORGANISATIONS,2021,7.99,103.2,1327,637.0,86.87
DK1000,A10,INVERNESS ROYAL ACADEMY,ADVERTISING,EM,GENERAL,2021,470.83,103.2,1327,637.0,86.87
DK9500,A10,INVERNESS ROYAL ACADEMY,MISCELLANEOUS,EM,SUPPLIES,2021,236.18,103.2,1327,637.0,86.87
EE1200,A10,INVERNESS ROYAL ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2021,73063.0,103.2,1327,637.0,86.87
KA2000,A10,INVERNESS ROYAL ACADEMY,GOVT,EM,GRANTS NONSPECIFIC GRANT,2021,-615.92,103.2,1327,637.0,86.87
KC1936,A10,INVERNESS ROYAL ACADEMY,OTHER,EM,FEES/CHARGES,2021,-392.0,103.2,1327,637.0,86.87
XH1050,A10,INVERNESS ROYAL ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2021,-67776.12,103.2,1327,637.0,86.87
DA4550,A58,INVERNESS ROYAL ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2021,195.43,103.2,1327,637.0,86.87
DA4550,A59,INVERNESS ROYAL ACADEMY,CLASSROOM,GAELIC,SUPPLIES,2021,30.0,103.2,1327,637.0,86.87
DA4550,A60,INVERNESS ROYAL ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2021,100.6,103.2,1327,637.0,86.87
DA4550,A61,INVERNESS ROYAL ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2021,941.55,103.2,1327,637.0,86.87
DA4550,A62,INVERNESS ROYAL ACADEMY,CLASSROOM,HOME EC,SUPPLIES,2021,61.49,103.2,1327,637.0,86.87
DA4556,A62,INVERNESS ROYAL ACADEMY,HOME,HOME EC,ECONOMICS SUPPLIES,2021,1250.58,103.2,1327,637.0,86.87
DA4556,A84,INVERNESS ROYAL ACADEMY,HOME,HOME EC FOOD,ECONOMICS SUPPLIES,2021,80.38,103.2,1327,637.0,86.87
BH2000,A15,INVERNESS ROYAL ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,2021,3859.85,103.2,1327,637.0,86.87
DA4550,A65,INVERNESS ROYAL ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,2021,85.26,103.2,1327,637.0,86.87
DD4001,A65,INVERNESS ROYAL ACADEMY,BOOKS,LIBRARY,TEXT BOOKS/STATIONERY,2021,99.95,103.2,1327,637.0,86.87
DA4550,A64,INVERNESS ROYAL ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,2021,1391.51,103.2,1327,637.0,86.87
DA4550,A66,INVERNESS ROYAL ACADEMY,CLASSROOM,MATHS,SUPPLIES,2021,1594.04,103.2,1327,637.0,86.87
DA4550,A67,INVERNESS ROYAL ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,2021,568.87,103.2,1327,637.0,86.87
DA4554,A69,INVERNESS ROYAL ACADEMY,MUSICAL,MUSIC & DRAMA,SUPPLIES,2021,290.24,103.2,1327,637.0,86.87
BH1007,000,INVERNESS ROYAL ACADEMY,PEST,ND,CONTROL EXPENSES,2021,4115.61,103.2,1327,637.0,86.87
DA4550,A70,INVERNESS ROYAL ACADEMY,CLASSROOM,PE,SUPPLIES,2021,214.02,103.2,1327,637.0,86.87
AA1001,PEF,INVERNESS ROYAL ACADEMY,APT&C,PEF,BASIC PAY,2021,27423.88,103.2,1327,637.0,86.87
AB1000,PEF,INVERNESS ROYAL ACADEMY,NI,PEF,NONTEACHERS,2021,2411.83,103.2,1327,637.0,86.87
AC1000,PEF,INVERNESS ROYAL ACADEMY,SUPERANN,PEF,NON TEACHERS,2021,5738.93,103.2,1327,637.0,86.87
AS1000,PEF,INVERNESS ROYAL ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2021,135.13,103.2,1327,637.0,86.87
DA4550,PEF,INVERNESS ROYAL ACADEMY,CLASSROOM,PEF,SUPPLIES,2021,5983.37,103.2,1327,637.0,86.87
KA3000,PEF,INVERNESS ROYAL ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2021,-41693.14,103.2,1327,637.0,86.87
DA4550,A71,INVERNESS ROYAL ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,2021,154.0,103.2,1327,637.0,86.87
DD4001,A71,INVERNESS ROYAL ACADEMY,BOOKS,PHYSICS,TEXT BOOKS/STATIONERY,2021,50.0,103.2,1327,637.0,86.87
DA4550,A73,INVERNESS ROYAL ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,2021,70.0,103.2,1327,637.0,86.87
DA4550,A74,INVERNESS ROYAL ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,2021,11.03,103.2,1327,637.0,86.87
DA4555,A74,INVERNESS ROYAL ACADEMY,SCIENTIFIC,SCIENCE S1,SUPPLIES,2021,421.02,103.2,1327,637.0,86.87
AH1000,A95,INVERNESS ROYAL ACADEMY,TRAINING,SKILLS FOR WRK,COURSES,2021,3720.0,103.2,1327,637.0,86.87
DD4001,A14,INVERNESS ROYAL ACADEMY,BOOKS,SWIM,TEXT BOOKS/STATIONERY,2021,1061.0,103.2,1327,637.0,86.87
DA4550,A79,INVERNESS ROYAL ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,2021,988.71,103.2,1327,637.0,86.87
DA4552,A79,INVERNESS ROYAL ACADEMY,WOOD/METALWORK,TECHNICAL,SUPPLIES,2021,1324.32,103.2,1327,637.0,86.87
AH1000,A21,INVERNESS ROYAL ACADEMY,TRAINING,ADD FUNDS,COURSES,2122,35.0,92.9,1353,605.0,86.87
AH1010,A21,INVERNESS ROYAL ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,2122,3820.76,92.9,1353,605.0,86.87
FA3000,A21,INVERNESS ROYAL ACADEMY,PROJECT,ADD FUNDS,FUNDS FOR SCHOOLS,2122,-4158.0,92.9,1353,605.0,86.87
DD2000,A11,INVERNESS ROYAL ACADEMY,STATIONERY,ADMIN,,2122,5371.66,92.9,1353,605.0,86.87
DA4550,A50,INVERNESS ROYAL ACADEMY,CLASSROOM,ART,SUPPLIES,2122,2505.92,92.9,1353,605.0,86.87
DA4551,A50,INVERNESS ROYAL ACADEMY,ART&CRAFT,ART,SUPPLIES,2122,866.39,92.9,1353,605.0,86.87
DA4550,A51,INVERNESS ROYAL ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,2122,2460.48,92.9,1353,605.0,86.87
DA4555,A51,INVERNESS ROYAL ACADEMY,SCIENTIFIC,BIOLOGY,SUPPLIES,2122,28.43,92.9,1353,605.0,86.87
DA4550,A52,INVERNESS ROYAL ACADEMY,CLASSROOM,BUSINESS,SUPPLIES,2122,395.02,92.9,1353,605.0,86.87
DA4550,A54,INVERNESS ROYAL ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,2122,1042.1,92.9,1353,605.0,86.87
DA4555,A54,INVERNESS ROYAL ACADEMY,SCIENTIFIC,CHEMISTRY,SUPPLIES,2122,53.23,92.9,1353,605.0,86.87
AA1100,A09,INVERNESS ROYAL ACADEMY,TEACHERS,DGM,PERMANENT  BASIC PAY,2122,169637.9,92.9,1353,605.0,86.87
AB1100,A09,INVERNESS ROYAL ACADEMY,NI,DGM,PERMANENT TEACHERS,2122,18861.6,92.9,1353,605.0,86.87
AC1100,A09,INVERNESS ROYAL ACADEMY,SUPERANN,DGM,PERMANENT TEACHERS,2122,38932.8,92.9,1353,605.0,86.87
AS1000,A09,INVERNESS ROYAL ACADEMY,APPRENTICESHIP,DGM,LEVY COST,2122,846.06,92.9,1353,605.0,86.87
AA1001,A10,INVERNESS ROYAL ACADEMY,APT&C,EM,BASIC PAY,2122,134440.13,92.9,1353,605.0,86.87
AA1100,A10,INVERNESS ROYAL ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2122,3622970.88,92.9,1353,605.0,86.87
AA1101,A10,INVERNESS ROYAL ACADEMY,SUPPLY,EM,COVER BASIC PAY,2122,70230.77,92.9,1353,605.0,86.87
AA1103,A10,INVERNESS ROYAL ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2122,1117.9,92.9,1353,605.0,86.87
AA1110,A10,INVERNESS ROYAL ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2122,62734.79,92.9,1353,605.0,86.87
AB1000,A10,INVERNESS ROYAL ACADEMY,NI,EM,NONTEACHERS,2122,14752.24,92.9,1353,605.0,86.87
AB1100,A10,INVERNESS ROYAL ACADEMY,NI,EM,PERMANENT TEACHERS,2122,396662.71,92.9,1353,605.0,86.87
AB1101,A10,INVERNESS ROYAL ACADEMY,NI,EM,SUPPLY COVER,2122,6253.34,92.9,1353,605.0,86.87
AC1000,A10,INVERNESS ROYAL ACADEMY,SUPERANN,EM,NON TEACHERS,2122,36361.88,92.9,1353,605.0,86.87
AC1100,A10,INVERNESS ROYAL ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2122,820179.52,92.9,1353,605.0,86.87
AC1101,A10,INVERNESS ROYAL ACADEMY,SUPERANN,EM,SUPPLY COVER,2122,10906.61,92.9,1353,605.0,86.87
AH1010,A10,INVERNESS ROYAL ACADEMY,STAFF,EM,DEVELOPMENT,2122,290.0,92.9,1353,605.0,86.87
AS1000,A10,INVERNESS ROYAL ACADEMY,APPRENTICESHIP,EM,LEVY COST,2122,19496.6,92.9,1353,605.0,86.87
BA3000,A10,INVERNESS ROYAL ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,2122,3066.96,92.9,1353,605.0,86.87
BB2000,A10,INVERNESS ROYAL ACADEMY,ELECTRICITY,EM,CHARGES,2122,128122.83,92.9,1353,605.0,86.87
BB3000,A10,INVERNESS ROYAL ACADEMY,GAS,EM,CHARGES,2122,45.38,92.9,1353,605.0,86.87
BB3010,A10,INVERNESS ROYAL ACADEMY,CALOR,EM,GAS,2122,104715.75,92.9,1353,605.0,86.87
BE1000,A10,INVERNESS ROYAL ACADEMY,WATER,EM,CHARGES,2122,32181.2,92.9,1353,605.0,86.87
BH2000,A10,INVERNESS ROYAL ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,2122,134.11,92.9,1353,605.0,86.87
CA1000,A10,INVERNESS ROYAL ACADEMY,DERV,EM,,2122,747.41,92.9,1353,605.0,86.87
CB1006,A10,INVERNESS ROYAL ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2122,1499.68,92.9,1353,605.0,86.87
CB1007,A10,INVERNESS ROYAL ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,2122,663.43,92.9,1353,605.0,86.87
CC1000,A10,INVERNESS ROYAL ACADEMY,EDUCATIONAL,EM,TRAVEL,2122,376.57,92.9,1353,605.0,86.87
CF1004,A10,INVERNESS ROYAL ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,2122,1155.87,92.9,1353,605.0,86.87
DA1000,A10,INVERNESS ROYAL ACADEMY,EQUIPMENT,EM,PURCHASE,2122,6706.15,92.9,1353,605.0,86.87
DA2040,A10,INVERNESS ROYAL ACADEMY,EQUIPMENT,EM,REPAIRS,2122,935.21,92.9,1353,605.0,86.87
DA4040,A10,INVERNESS ROYAL ACADEMY,SANITARY,EM,PRODUCTS  TOWELS,2122,105.35,92.9,1353,605.0,86.87
DA4563,A10,INVERNESS ROYAL ACADEMY,HEALTHCARE,EM,SERVICES,2122,520.0,92.9,1353,605.0,86.87
DB3010,A10,INVERNESS ROYAL ACADEMY,MEALS&HOSPITALITY,EM,,2122,513.0,92.9,1353,605.0,86.87
DD2000,A10,INVERNESS ROYAL ACADEMY,STATIONERY,EM,,2122,272.67,92.9,1353,605.0,86.87
DD3003,A10,INVERNESS ROYAL ACADEMY,MPS,EM,COSTS  MONO,2122,13054.5,92.9,1353,605.0,86.87
DD3004,A10,INVERNESS ROYAL ACADEMY,MPS,EM,COSTS  COLOUR,2122,2419.75,92.9,1353,605.0,86.87
DF4001,A10,INVERNESS ROYAL ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2122,111.63,92.9,1353,605.0,86.87
DF7000,A10,INVERNESS ROYAL ACADEMY,POSTAGES,EM,,2122,1759.28,92.9,1353,605.0,86.87
DF9000,A10,INVERNESS ROYAL ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2122,102.16,92.9,1353,605.0,86.87
DF9005,A10,INVERNESS ROYAL ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2122,8.7,92.9,1353,605.0,86.87
DF9010,A10,INVERNESS ROYAL ACADEMY,MOBILE,EM,PHONE LINE RENTAL,2122,161.1,92.9,1353,605.0,86.87
DK1000,A10,INVERNESS ROYAL ACADEMY,ADVERTISING,EM,GENERAL,2122,579.53,92.9,1353,605.0,86.87
DK9500,A10,INVERNESS ROYAL ACADEMY,MISCELLANEOUS,EM,SUPPLIES,2122,-17.7,92.9,1353,605.0,86.87
EE1200,A10,INVERNESS ROYAL ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2122,73466.0,92.9,1353,605.0,86.87
XH1050,A10,INVERNESS ROYAL ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2122,-251521.25,92.9,1353,605.0,86.87
DA4550,A58,INVERNESS ROYAL ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2122,4767.22,92.9,1353,605.0,86.87
DA4550,A59,INVERNESS ROYAL ACADEMY,CLASSROOM,GAELIC,SUPPLIES,2122,810.89,92.9,1353,605.0,86.87
DA4550,A60,INVERNESS ROYAL ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2122,1809.28,92.9,1353,605.0,86.87
DD2000,A83,INVERNESS ROYAL ACADEMY,STATIONERY,GUIDANCE,,2122,582.36,92.9,1353,605.0,86.87
DA4550,A61,INVERNESS ROYAL ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2122,3306.86,92.9,1353,605.0,86.87
DA4550,A62,INVERNESS ROYAL ACADEMY,CLASSROOM,HOME EC,SUPPLIES,2122,989.54,92.9,1353,605.0,86.87
DA4556,A62,INVERNESS ROYAL ACADEMY,HOME,HOME EC,ECONOMICS SUPPLIES,2122,1023.92,92.9,1353,605.0,86.87
DA4556,A84,INVERNESS ROYAL ACADEMY,HOME,HOME EC FOOD,ECONOMICS SUPPLIES,2122,113.98,92.9,1353,605.0,86.87
BH2000,A15,INVERNESS ROYAL ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,2122,7233.05,92.9,1353,605.0,86.87
DA4550,A65,INVERNESS ROYAL ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,2122,99.95,92.9,1353,605.0,86.87
DA4550,A64,INVERNESS ROYAL ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,2122,3621.44,92.9,1353,605.0,86.87
DA4550,A66,INVERNESS ROYAL ACADEMY,CLASSROOM,MATHS,SUPPLIES,2122,6576.18,92.9,1353,605.0,86.87
DA4550,A67,INVERNESS ROYAL ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,2122,1884.03,92.9,1353,605.0,86.87
DA4554,A69,INVERNESS ROYAL ACADEMY,MUSICAL,MUSIC & DRAMA,SUPPLIES,2122,1591.43,92.9,1353,605.0,86.87
BH1007,000,INVERNESS ROYAL ACADEMY,PEST,ND,CONTROL EXPENSES,2122,4991.23,92.9,1353,605.0,86.87
DA4550,A70,INVERNESS ROYAL ACADEMY,CLASSROOM,PE,SUPPLIES,2122,4066.39,92.9,1353,605.0,86.87
DA4553,A70,INVERNESS ROYAL ACADEMY,PE,PE,SUPPLIES,2122,112.96,92.9,1353,605.0,86.87
AA1001,PEF,INVERNESS ROYAL ACADEMY,APT&C,PEF,BASIC PAY,2122,1151.39,92.9,1353,605.0,86.87
AA1100,PEF,INVERNESS ROYAL ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2122,31115.6,92.9,1353,605.0,86.87
AA1103,PEF,INVERNESS ROYAL ACADEMY,AUX,PEF,STAFF EDUCATION BASIC PAY,2122,28666.54,92.9,1353,605.0,86.87
AB1000,PEF,INVERNESS ROYAL ACADEMY,NI,PEF,NONTEACHERS,2122,2751.97,92.9,1353,605.0,86.87
AB1100,PEF,INVERNESS ROYAL ACADEMY,NI,PEF,PERMANENT TEACHERS,2122,2953.51,92.9,1353,605.0,86.87
AC1000,PEF,INVERNESS ROYAL ACADEMY,SUPERANN,PEF,NON TEACHERS,2122,5452.95,92.9,1353,605.0,86.87
AC1100,PEF,INVERNESS ROYAL ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2122,7154.24,92.9,1353,605.0,86.87
