EXP HEAD,DEPT,SCHOOL,CATEGORY,SCHOOL CODE,DESCRIPTION,YEAR,VALUE,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE
AA1100,A10,DINGWALL ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2223,3574657.75,86.1,1062,531.0,85.76
AA1101,A10,DINGWALL ACADEMY,SUPPLY,EM,COVER BASIC PAY,2223,78215.8,86.1,1062,531.0,85.76
AA1103,A10,DINGWALL ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2223,14.42,86.1,1062,531.0,85.76
AA1110,A10,DINGWALL ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2223,85395.28,86.1,1062,531.0,85.76
AA1250,A10,DINGWALL ACADEMY,HOLIDAY,EM,PAY,2223,550.3,86.1,1062,531.0,85.76
AA1500,A10,DINGWALL ACADEMY,OVERTIME,EM,GENERAL,2223,7398.33,86.1,1062,531.0,85.76
AB1000,A10,DINGWALL ACADEMY,NI,EM,NONTEACHERS,2223,19965.99,86.1,1062,531.0,85.76
AB1100,A10,DINGWALL ACADEMY,NI,EM,PERMANENT TEACHERS,2223,417348.28,86.1,1062,531.0,85.76
AB1101,A10,DINGWALL ACADEMY,NI,EM,SUPPLY COVER,2223,7277.38,86.1,1062,531.0,85.76
AC1000,A10,DINGWALL ACADEMY,SUPERANN,EM,NON TEACHERS,2223,43248.5,86.1,1062,531.0,85.76
AC1100,A10,DINGWALL ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2223,819115.75,86.1,1062,531.0,85.76
AC1101,A10,DINGWALL ACADEMY,SUPERANN,EM,SUPPLY COVER,2223,11885.35,86.1,1062,531.0,85.76
AH1000,A10,DINGWALL ACADEMY,TRAINING,EM,COURSES,2223,2100.0,86.1,1062,531.0,85.76
AH1010,A10,DINGWALL ACADEMY,STAFF,EM,DEVELOPMENT,2223,250.0,86.1,1062,531.0,85.76
AS1000,A10,DINGWALL ACADEMY,APPRENTICESHIP,EM,LEVY COST,2223,20061.98,86.1,1062,531.0,85.76
BH2000,A10,DINGWALL ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,2223,185.95,86.1,1062,531.0,85.76
CA1000,A10,DINGWALL ACADEMY,DERV,EM,,2223,907.83,86.1,1062,531.0,85.76
CB1006,A10,DINGWALL ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2223,20666.09,86.1,1062,531.0,85.76
CB1007,A10,DINGWALL ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,2223,1003.26,86.1,1062,531.0,85.76
CC1000,A10,DINGWALL ACADEMY,EDUCATIONAL,EM,TRAVEL,2223,2332.35,86.1,1062,531.0,85.76
CC2000,A10,DINGWALL ACADEMY,CAR,EM,HIRE,2223,156.0,86.1,1062,531.0,85.76
CC2020,A10,DINGWALL ACADEMY,CARRIAGE/FREIGHT,EM,,2223,206.85,86.1,1062,531.0,85.76
CF1004,A10,DINGWALL ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,2223,271.94,86.1,1062,531.0,85.76
DA1000,A10,DINGWALL ACADEMY,EQUIPMENT,EM,PURCHASE,2223,21509.88,86.1,1062,531.0,85.76
DA1600,A10,DINGWALL ACADEMY,SPORTS,EM,EQUIPMENT,2223,4319.98,86.1,1062,531.0,85.76
DA1700,A10,DINGWALL ACADEMY,TOOLS,EM,,2223,5.49,86.1,1062,531.0,85.76
DA4014,A10,DINGWALL ACADEMY,MEDICAL,EM,SUPPLIES,2223,739.73,86.1,1062,531.0,85.76
DA4550,A10,DINGWALL ACADEMY,CLASSROOM,EM,SUPPLIES,2223,800.6,86.1,1062,531.0,85.76
DA4563,A10,DINGWALL ACADEMY,HEALTHCARE,EM,SERVICES,2223,3013.27,86.1,1062,531.0,85.76
DB2010,A10,DINGWALL ACADEMY,FOOD,EM,,2223,16010.05,86.1,1062,531.0,85.76
DB3000,A10,DINGWALL ACADEMY,CATERING,EM,MEETINGS/TRAINING,2223,661.0,86.1,1062,531.0,85.76
DB3010,A10,DINGWALL ACADEMY,MEALS&HOSPITALITY,EM,,2223,133.35,86.1,1062,531.0,85.76
DD2000,A10,DINGWALL ACADEMY,STATIONERY,EM,,2223,8643.06,86.1,1062,531.0,85.76
DD3001,A10,DINGWALL ACADEMY,PHOTOCOPY,EM,NO OF COPIES CHG,2223,4274.43,86.1,1062,531.0,85.76
DD3003,A10,DINGWALL ACADEMY,MPS,EM,COSTS  MONO,2223,7082.33,86.1,1062,531.0,85.76
DD3004,A10,DINGWALL ACADEMY,MPS,EM,COSTS  COLOUR,2223,5965.46,86.1,1062,531.0,85.76
DD4001,A10,DINGWALL ACADEMY,BOOKS,EM,TEXT BOOKS/STATIONERY,2223,1220.8,86.1,1062,531.0,85.76
DF4001,A10,DINGWALL ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2223,1042.03,86.1,1062,531.0,85.76
DF5002,A10,DINGWALL ACADEMY,COMPUTER,EM,SOFTWARE PURCHASE,2223,1316.07,86.1,1062,531.0,85.76
DF7000,A10,DINGWALL ACADEMY,POSTAGES,EM,,2223,56.61,86.1,1062,531.0,85.76
DF9000,A10,DINGWALL ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2223,969.54,86.1,1062,531.0,85.76
DH3100,A10,DINGWALL ACADEMY,SUBSCRIPTIONS,EM,TO ORGANISATIONS,2223,3147.53,86.1,1062,531.0,85.76
DK9500,A10,DINGWALL ACADEMY,MISCELLANEOUS,EM,SUPPLIES,2223,47.66,86.1,1062,531.0,85.76
EE1200,A10,DINGWALL ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2223,89895.49,86.1,1062,531.0,85.76
KA2000,A10,DINGWALL ACADEMY,GOVT,EM,GRANTS NONSPECIFIC GRANT,2223,-2500.0,86.1,1062,531.0,85.76
XH1050,A10,DINGWALL ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2223,-64917.34,86.1,1062,531.0,85.76
DD4001,A58,DINGWALL ACADEMY,BOOKS,ENGLISH,TEXT BOOKS/STATIONERY,2223,3132.96,86.1,1062,531.0,85.76
DA4550,A46,DINGWALL ACADEMY,CLASSROOM,HEALTH & NUT,SUPPLIES,2223,542.51,86.1,1062,531.0,85.76
DA4553,A46,DINGWALL ACADEMY,PE,HEALTH & NUT,SUPPLIES,2223,3217.59,86.1,1062,531.0,85.76
DA4556,A46,DINGWALL ACADEMY,HOME,HEALTH & NUT,ECONOMICS SUPPLIES,2223,1754.82,86.1,1062,531.0,85.76
DD4001,A46,DINGWALL ACADEMY,BOOKS,HEALTH & NUT,TEXT BOOKS/STATIONERY,2223,701.97,86.1,1062,531.0,85.76
DD4001,A66,DINGWALL ACADEMY,BOOKS,MATHS,TEXT BOOKS/STATIONERY,2223,3368.28,86.1,1062,531.0,85.76
DD4001,A67,DINGWALL ACADEMY,BOOKS,MOD LANG,TEXT BOOKS/STATIONERY,2223,2493.69,86.1,1062,531.0,85.76
AA1001,PEF,DINGWALL ACADEMY,APT&C,PEF,BASIC PAY,2223,1053.0,86.1,1062,531.0,85.76
AA1100,PEF,DINGWALL ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2223,81838.09,86.1,1062,531.0,85.76
AA1101,PEF,DINGWALL ACADEMY,SUPPLY,PEF,COVER BASIC PAY,2223,4253.76,86.1,1062,531.0,85.76
AA1103,PEF,DINGWALL ACADEMY,AUX,PEF,STAFF EDUCATION BASIC PAY,2223,9537.96,86.1,1062,531.0,85.76
AB1000,PEF,DINGWALL ACADEMY,NI,PEF,NONTEACHERS,2223,86.8,86.1,1062,531.0,85.76
AB1100,PEF,DINGWALL ACADEMY,NI,PEF,PERMANENT TEACHERS,2223,8003.72,86.1,1062,531.0,85.76
AB1101,PEF,DINGWALL ACADEMY,NI,PEF,SUPPLY COVER,2223,280.97,86.1,1062,531.0,85.76
AC1000,PEF,DINGWALL ACADEMY,SUPERANN,PEF,NON TEACHERS,2223,1812.21,86.1,1062,531.0,85.76
AC1100,PEF,DINGWALL ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2223,16872.1,86.1,1062,531.0,85.76
AC1101,PEF,DINGWALL ACADEMY,SUPERANN,PEF,SUPPLY COVER,2223,977.9,86.1,1062,531.0,85.76
AS1000,PEF,DINGWALL ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2223,463.66,86.1,1062,531.0,85.76
CF1004,PEF,DINGWALL ACADEMY,TRAVEL,PEF,MILEAGE  NON TAXABLE,2223,182.72,86.1,1062,531.0,85.76
DA1000,PEF,DINGWALL ACADEMY,EQUIPMENT,PEF,PURCHASE,2223,1699.0,86.1,1062,531.0,85.76
KA3000,PEF,DINGWALL ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2223,-127061.89,86.1,1062,531.0,85.76
DA4550,A48,DINGWALL ACADEMY,CLASSROOM,PUPIL SUP,SUPPLIES,2223,372.9,86.1,1062,531.0,85.76
DD4001,A48,DINGWALL ACADEMY,BOOKS,PUPIL SUP,TEXT BOOKS/STATIONERY,2223,1737.26,86.1,1062,531.0,85.76
DD4001,A73,DINGWALL ACADEMY,BOOKS,RELIGIOUS,TEXT BOOKS/STATIONERY,2223,805.45,86.1,1062,531.0,85.76
DA4550,A77,DINGWALL ACADEMY,CLASSROOM,SCI COM STOCK,SUPPLIES,2223,2455.81,86.1,1062,531.0,85.76
DA4555,A77,DINGWALL ACADEMY,SCIENTIFIC,SCI COM STOCK,SUPPLIES,2223,1062.86,86.1,1062,531.0,85.76
DD4001,A77,DINGWALL ACADEMY,BOOKS,SCI COM STOCK,TEXT BOOKS/STATIONERY,2223,1386.45,86.1,1062,531.0,85.76
DD4001,A47,DINGWALL ACADEMY,BOOKS,SOCIAL,TEXT BOOKS/STATIONERY,2223,1529.33,86.1,1062,531.0,85.76
AH1000,A21,DORNOCH ACADEMY,TRAINING,ADD FUNDS,COURSES,1718,2389.7,23.72,183,,
AH1010,A21,DORNOCH ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,1718,1622.46,23.72,183,,
KE3000,A21,DORNOCH ACADEMY,INCOME,ADD FUNDS,FROM WITHIN HLAND CNCL,1718,-1688.0,23.72,183,,
DA4550,A50,DORNOCH ACADEMY,CLASSROOM,ART,SUPPLIES,1718,1096.99,23.72,183,,
DD4001,A50,DORNOCH ACADEMY,BOOKS,ART,TEXT BOOKS/STATIONERY,1718,29.5,23.72,183,,
DA4550,A51,DORNOCH ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,1718,902.96,23.72,183,,
DA4550,A52,DORNOCH ACADEMY,CLASSROOM,BUSINESS,SUPPLIES,1718,136.36,23.72,183,,
DA4550,A54,DORNOCH ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,1718,714.08,23.72,183,,
DA4550,A55,DORNOCH ACADEMY,CLASSROOM,CLASSICS,SUPPLIES,1718,42.04,23.72,183,,
AA1001,A10,DORNOCH ACADEMY,APT&C,EM,BASIC PAY,1718,51306.12,23.72,183,,
AA1100,A10,DORNOCH ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,1718,906810.45,23.72,183,,
AA1101,A10,DORNOCH ACADEMY,SUPPLY,EM,COVER BASIC PAY,1718,35613.99,23.72,183,,
AA1103,A10,DORNOCH ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,1718,6768.96,23.72,183,,
AA1110,A10,DORNOCH ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,1718,15067.92,23.72,183,,
AA1500,A10,DORNOCH ACADEMY,OVERTIME,EM,GENERAL,1718,9363.86,23.72,183,,
AB1000,A10,DORNOCH ACADEMY,NI,EM,NONTEACHERS,1718,6985.45,23.72,183,,
AB1100,A10,DORNOCH ACADEMY,NI,EM,PERMANENT TEACHERS,1718,97607.09,23.72,183,,
AB1101,A10,DORNOCH ACADEMY,NI,EM,SUPPLY COVER,1718,4008.42,23.72,183,,
AC1000,A10,DORNOCH ACADEMY,SUPERANN,EM,NON TEACHERS,1718,14314.16,23.72,183,,
AC1100,A10,DORNOCH ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,1718,150366.63,23.72,183,,
AC1101,A10,DORNOCH ACADEMY,SUPERANN,EM,SUPPLY COVER,1718,6656.88,23.72,183,,
AH1000,A10,DORNOCH ACADEMY,TRAINING,EM,COURSES,1718,64.22,23.72,183,,
AS1000,A10,DORNOCH ACADEMY,APPRENTICESHIP,EM,LEVY COST,1718,5100.46,23.72,183,,
BA3000,A10,DORNOCH ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,1718,4078.14,23.72,183,,
BB2000,A10,DORNOCH ACADEMY,ELECTRICITY,EM,CHARGES,1718,60478.15,23.72,183,,
BD1000,A10,DORNOCH ACADEMY,RATES,EM,,1718,50184.0,23.72,183,,
BE1000,A10,DORNOCH ACADEMY,WATER,EM,CHARGES,1718,7535.18,23.72,183,,
BH2000,A10,DORNOCH ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,1718,1404.38,23.72,183,,
CA1000,A10,DORNOCH ACADEMY,DERV,EM,,1718,2202.2,23.72,183,,
CA2001,A10,DORNOCH ACADEMY,MAINTENANCE,EM,VEHICLES,1718,88.5,23.72,183,,
CA2009,A10,DORNOCH ACADEMY,WORKSHOP,EM,CONSUMABLES,1718,10.11,23.72,183,,
CB1006,A10,DORNOCH ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,1718,7715.84,23.72,183,,
CB1007,A10,DORNOCH ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,1718,96.36,23.72,183,,
CC1000,A10,DORNOCH ACADEMY,EDUCATIONAL,EM,TRAVEL,1718,5726.0,23.72,183,,
CF1004,A10,DORNOCH ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,1718,1370.59,23.72,183,,
DA4000,A10,DORNOCH ACADEMY,MATERIALS,EM,,1718,1.63,23.72,183,,
DA4550,A10,DORNOCH ACADEMY,CLASSROOM,EM,SUPPLIES,1718,9795.89,23.72,183,,
DB3010,A10,DORNOCH ACADEMY,MEALS&HOSPITALITY,EM,,1718,22.8,23.72,183,,
DD2000,A10,DORNOCH ACADEMY,STATIONERY,EM,,1718,495.08,23.72,183,,
DD3003,A10,DORNOCH ACADEMY,MPS,EM,COSTS  MONO,1718,5715.65,23.72,183,,
DD3004,A10,DORNOCH ACADEMY,MPS,EM,COSTS  COLOUR,1718,2128.79,23.72,183,,
DF4001,A10,DORNOCH ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,1718,209.53,23.72,183,,
DF6001,A10,DORNOCH ACADEMY,TV,EM,LICENCES,1718,147.0,23.72,183,,
DF7000,A10,DORNOCH ACADEMY,POSTAGES,EM,,1718,968.61,23.72,183,,
DF9000,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,1718,1887.17,23.72,183,,
DF9010,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE LINE RENTAL,1718,30.0,23.72,183,,
DF9015,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE USAGE COSTS,1718,10.0,23.72,183,,
EE1200,A10,DORNOCH ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,1718,26946.35,23.72,183,,
KC1936,A10,DORNOCH ACADEMY,OTHER,EM,FEES/CHARGES,1718,-98.0,23.72,183,,
KC3002,A10,DORNOCH ACADEMY,HIRE,EM,OF VEHICLES INCOME,1718,-2603.3,23.72,183,,
KC5009,A10,DORNOCH ACADEMY,LETTINGS,EM,,1718,-963.83,23.72,183,,
XH1050,A10,DORNOCH ACADEMY,REVENUE,EM,ACCOUNT BALANCE,1718,-32476.9,23.72,183,,
DA4550,A58,DORNOCH ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,1718,1164.3,23.72,183,,
DA4550,A60,DORNOCH ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,1718,411.1,23.72,183,,
DD4001,A60,DORNOCH ACADEMY,BOOKS,GEOGRAPHY,TEXT BOOKS/STATIONERY,1718,220.74,23.72,183,,
CF1004,A96,DORNOCH ACADEMY,TRAVEL,GOV INITIATIVES,MILEAGE  NON TAXABLE,1718,815.51,23.72,183,,
KA3000,A96,DORNOCH ACADEMY,GOVT,GOV INITIATIVES,GRANTS SPECIFIC GRANTS,1718,-815.51,23.72,183,,
DA4550,A61,DORNOCH ACADEMY,CLASSROOM,HISTORY,SUPPLIES,1718,470.24,23.72,183,,
DA4550,A62,DORNOCH ACADEMY,CLASSROOM,HOME EC,SUPPLIES,1718,1890.13,23.72,183,,
BH2000,A15,DORNOCH ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,1718,423.05,23.72,183,,
DA4550,A65,DORNOCH ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,1718,365.25,23.72,183,,
DD4006,A65,DORNOCH ACADEMY,BOOKS,LIBRARY,SCHOOL LIBRARY,1718,17.17,23.72,183,,
DA4550,A64,DORNOCH ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,1718,409.06,23.72,183,,
DA4550,A66,DORNOCH ACADEMY,CLASSROOM,MATHS,SUPPLIES,1718,982.07,23.72,183,,
DA4550,A67,DORNOCH ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,1718,68.6,23.72,183,,
DD4001,A67,DORNOCH ACADEMY,BOOKS,MOD LANG,TEXT BOOKS/STATIONERY,1718,288.36,23.72,183,,
DA4550,A69,DORNOCH ACADEMY,CLASSROOM,MUSIC & DRAMA,SUPPLIES,1718,478.55,23.72,183,,
DA4550,A90,DORNOCH ACADEMY,CLASSROOM,OFFICE/MGMNT,SUPPLIES,1718,334.28,23.72,183,,
DA4550,A70,DORNOCH ACADEMY,CLASSROOM,PE,SUPPLIES,1718,699.74,23.72,183,,
DD4001,A70,DORNOCH ACADEMY,BOOKS,PE,TEXT BOOKS/STATIONERY,1718,15.85,23.72,183,,
AA1100,PEF,DORNOCH ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,1718,19394.33,23.72,183,,
AB1100,PEF,DORNOCH ACADEMY,NI,PEF,PERMANENT TEACHERS,1718,2021.66,23.72,183,,
AC1100,PEF,DORNOCH ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,1718,3335.83,23.72,183,,
AS1000,PEF,DORNOCH ACADEMY,APPRENTICESHIP,PEF,LEVY COST,1718,96.96,23.72,183,,
DA4550,PEF,DORNOCH ACADEMY,CLASSROOM,PEF,SUPPLIES,1718,-33940.11,23.72,183,,
KA3000,PEF,DORNOCH ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,1718,9091.33,23.72,183,,
DA4550,A71,DORNOCH ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,1718,563.71,23.72,183,,
DD4001,A71,DORNOCH ACADEMY,BOOKS,PHYSICS,TEXT BOOKS/STATIONERY,1718,19.7,23.72,183,,
DA4550,A72,DORNOCH ACADEMY,CLASSROOM,PRS SOC DEV,SUPPLIES,1718,68.0,23.72,183,,
DD4001,A72,DORNOCH ACADEMY,BOOKS,PRS SOC DEV,TEXT BOOKS/STATIONERY,1718,46.01,23.72,183,,
DA4550,A73,DORNOCH ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,1718,44.57,23.72,183,,
DD4001,A73,DORNOCH ACADEMY,BOOKS,RELIGIOUS,TEXT BOOKS/STATIONERY,1718,203.81,23.72,183,,
DD4001,A78,DORNOCH ACADEMY,BOOKS,SCI TECHNCN,TEXT BOOKS/STATIONERY,1718,45.53,23.72,183,,
DA4550,A74,DORNOCH ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,1718,334.31,23.72,183,,
DA4550,A79,DORNOCH ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,1718,585.2,23.72,183,,
AH1000,A21,DORNOCH ACADEMY,TRAINING,ADD FUNDS,COURSES,1819,661.45,23.4,176.0,68,89.2
AH1010,A21,DORNOCH ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,1819,1650.87,23.4,176.0,68,89.2
KE3000,A21,DORNOCH ACADEMY,INCOME,ADD FUNDS,FROM WITHIN HLAND CNCL,1819,-1511.0,23.4,176.0,68,89.2
DA4550,A50,DORNOCH ACADEMY,CLASSROOM,ART,SUPPLIES,1819,176.15,23.4,176.0,68,89.2
DA4550,A51,DORNOCH ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,1819,421.48,23.4,176.0,68,89.2
DA4550,A52,DORNOCH ACADEMY,CLASSROOM,BUSINESS,SUPPLIES,1819,105.42,23.4,176.0,68,89.2
DA4550,A54,DORNOCH ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,1819,359.02,23.4,176.0,68,89.2
DA4550,A55,DORNOCH ACADEMY,CLASSROOM,CLASSICS,SUPPLIES,1819,33.0,23.4,176.0,68,89.2
AA1001,A10,DORNOCH ACADEMY,APT&C,EM,BASIC PAY,1819,60077.14,23.4,176.0,68,89.2
AA1100,A10,DORNOCH ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,1819,920872.69,23.4,176.0,68,89.2
AA1101,A10,DORNOCH ACADEMY,SUPPLY,EM,COVER BASIC PAY,1819,12536.48,23.4,176.0,68,89.2
AA1103,A10,DORNOCH ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,1819,7008.61,23.4,176.0,68,89.2
AA1110,A10,DORNOCH ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,1819,16081.08,23.4,176.0,68,89.2
AA1250,A10,DORNOCH ACADEMY,HOLIDAY,EM,PAY,1819,253.62,23.4,176.0,68,89.2
AA1500,A10,DORNOCH ACADEMY,OVERTIME,EM,GENERAL,1819,7876.12,23.4,176.0,68,89.2
AB1000,A10,DORNOCH ACADEMY,NI,EM,NONTEACHERS,1819,7933.1,23.4,176.0,68,89.2
AB1100,A10,DORNOCH ACADEMY,NI,EM,PERMANENT TEACHERS,1819,96929.5,23.4,176.0,68,89.2
AB1101,A10,DORNOCH ACADEMY,NI,EM,SUPPLY COVER,1819,1165.09,23.4,176.0,68,89.2
AC1000,A10,DORNOCH ACADEMY,SUPERANN,EM,NON TEACHERS,1819,16223.73,23.4,176.0,68,89.2
AC1100,A10,DORNOCH ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,1819,155290.35,23.4,176.0,68,89.2
AC1101,A10,DORNOCH ACADEMY,SUPERANN,EM,SUPPLY COVER,1819,1252.84,23.4,176.0,68,89.2
AH1000,A10,DORNOCH ACADEMY,TRAINING,EM,COURSES,1819,-64.24,23.4,176.0,68,89.2
AS1000,A10,DORNOCH ACADEMY,APPRENTICESHIP,EM,LEVY COST,1819,5072.3,23.4,176.0,68,89.2
BA3000,A10,DORNOCH ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,1819,3007.24,23.4,176.0,68,89.2
BB2000,A10,DORNOCH ACADEMY,ELECTRICITY,EM,CHARGES,1819,76017.78,23.4,176.0,68,89.2
BD1000,A10,DORNOCH ACADEMY,RATES,EM,,1819,51612.0,23.4,176.0,68,89.2
BE1000,A10,DORNOCH ACADEMY,WATER,EM,CHARGES,1819,7813.37,23.4,176.0,68,89.2
BH2000,A10,DORNOCH ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,1819,1784.02,23.4,176.0,68,89.2
CA1000,A10,DORNOCH ACADEMY,DERV,EM,,1819,2701.15,23.4,176.0,68,89.2
CA2001,A10,DORNOCH ACADEMY,MAINTENANCE,EM,VEHICLES,1819,358.22,23.4,176.0,68,89.2
CA2009,A10,DORNOCH ACADEMY,WORKSHOP,EM,CONSUMABLES,1819,21.16,23.4,176.0,68,89.2
CB1006,A10,DORNOCH ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,1819,7439.29,23.4,176.0,68,89.2
CB1007,A10,DORNOCH ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,1819,236.34,23.4,176.0,68,89.2
CC1000,A10,DORNOCH ACADEMY,EDUCATIONAL,EM,TRAVEL,1819,3943.62,23.4,176.0,68,89.2
CF1004,A10,DORNOCH ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,1819,2496.37,23.4,176.0,68,89.2
DA4000,A10,DORNOCH ACADEMY,MATERIALS,EM,,1819,2.69,23.4,176.0,68,89.2
DA4040,A10,DORNOCH ACADEMY,SANITARY,EM,PRODUCTS  TOWELS,1819,60.66,23.4,176.0,68,89.2
DA4041,A10,DORNOCH ACADEMY,SANITARY,EM,PRODUCTS  TAMPONS,1819,533.93,23.4,176.0,68,89.2
DA4550,A10,DORNOCH ACADEMY,CLASSROOM,EM,SUPPLIES,1819,5263.53,23.4,176.0,68,89.2
DD3003,A10,DORNOCH ACADEMY,MPS,EM,COSTS  MONO,1819,4913.08,23.4,176.0,68,89.2
DD3004,A10,DORNOCH ACADEMY,MPS,EM,COSTS  COLOUR,1819,1210.97,23.4,176.0,68,89.2
DF6001,A10,DORNOCH ACADEMY,TV,EM,LICENCES,1819,150.5,23.4,176.0,68,89.2
DF7000,A10,DORNOCH ACADEMY,POSTAGES,EM,,1819,516.1,23.4,176.0,68,89.2
DF9000,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,1819,6146.6,23.4,176.0,68,89.2
DF9010,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE LINE RENTAL,1819,29.3,23.4,176.0,68,89.2
DF9015,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE USAGE COSTS,1819,10.0,23.4,176.0,68,89.2
DG4000,A10,DORNOCH ACADEMY,SUBSISTENCE,EM,,1819,102.49,23.4,176.0,68,89.2
EE1200,A10,DORNOCH ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,1819,26946.35,23.4,176.0,68,89.2
KC1936,A10,DORNOCH ACADEMY,OTHER,EM,FEES/CHARGES,1819,-196.0,23.4,176.0,68,89.2
KC3002,A10,DORNOCH ACADEMY,HIRE,EM,OF VEHICLES INCOME,1819,-2595.17,23.4,176.0,68,89.2
XH1050,A10,DORNOCH ACADEMY,REVENUE,EM,ACCOUNT BALANCE,1819,-38161.81,23.4,176.0,68,89.2
DA4550,A58,DORNOCH ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,1819,469.81,23.4,176.0,68,89.2
DA4550,A60,DORNOCH ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,1819,27.82,23.4,176.0,68,89.2
DA4550,A61,DORNOCH ACADEMY,CLASSROOM,HISTORY,SUPPLIES,1819,299.7,23.4,176.0,68,89.2
DA4550,A62,DORNOCH ACADEMY,CLASSROOM,HOME EC,SUPPLIES,1819,893.47,23.4,176.0,68,89.2
BH2000,A15,DORNOCH ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,1819,270.93,23.4,176.0,68,89.2
DA4550,A65,DORNOCH ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,1819,225.24,23.4,176.0,68,89.2
DA4550,A64,DORNOCH ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,1819,-57.3,23.4,176.0,68,89.2
DA4550,A66,DORNOCH ACADEMY,CLASSROOM,MATHS,SUPPLIES,1819,150.25,23.4,176.0,68,89.2
DA4550,A67,DORNOCH ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,1819,379.43,23.4,176.0,68,89.2
DA4550,A69,DORNOCH ACADEMY,CLASSROOM,MUSIC & DRAMA,SUPPLIES,1819,211.63,23.4,176.0,68,89.2
DA4550,A90,DORNOCH ACADEMY,CLASSROOM,OFFICE/MGMNT,SUPPLIES,1819,447.47,23.4,176.0,68,89.2
DA4550,A70,DORNOCH ACADEMY,CLASSROOM,PE,SUPPLIES,1819,25.39,23.4,176.0,68,89.2
